,Lst,Rto,Sce,Yli,s2,s3,s4
Lst|G1IA6-19724-MONOMER,Lipst1_1_70542,,YDR100W,YALI0C05577g,,0.139,0.193
Lst|G1IA6-17260-MONOMER,Lipst1_1_102616,,,YALI0F05434g,,,0.318
Lst|G1IA6-19472-MONOMER,Lipst1_1_2817,15870,YBR025C,YALI0C03355g,1.777,1.801,1.588
Lst|G1IA6-16827-MONOMER,Lipst1_1_489,14051,YLR032W,YALI0F05698g,1.821,1.801,1.588
Lst|G1IA6-24430-MONOMER,Lipst1_1_39666,,YGR033C,YALI0D00715g,,0.114,0.145
Lst|G1IA6-23221-MONOMER,Lipst1_1_74989,13445,,YALI0B03124g,0.105,,0.434
Lst|G1IA6-21330-MONOMER,Lipst1_1_72560,12736,,YALI0E17545g,0.892,,0.758
Lst|G1IA6-22520-MONOMER,Lipst1_1_65274,8802,YJR048W,YALI0D09273g,0.644,0.533,0.478
Lst|G1IA6-17020-MONOMER,Lipst1_1_67354,,YLR067C,,,0.245,
Lst|G1IA6-18682-MONOMER,Lipst1_1_2102,15939,,YALI0D26972g,0.209,,1.588
Lst|G1IA6-23799-MONOMER,Lipst1_1_75738,11106,YHR114W,YALI0C11583g,0.297,0.956,1.257
Lst|G1IA6-17211-MONOMER,Lipst1_1_89723,8485,YKL009W,YALI0F31317g,0.602,0.818,0.762
Lst|G1IA6-16765-MONOMER,Lipst1_1_46503,15425,YOR283W,YALI0D16445g,0.134,0.139,0.112
Lst|G1IA6-16922-MONOMER,Lipst1_1_66940,,,YALI0E06699g,,,0.07
Lst|G1IA6-24534-MONOMER,Lipst1_1_337764,,YPR074C,,,1.801,
Lst|G1IA6-17293-MONOMER,Lipst1_1_1095,,,YALI0C17853g,,,0.156
Lst|G1IA6-16526-MONOMER,Lipst1_1_130427,,,YALI0D23925g,,,0.143
Lst|G1IA6-19487-MONOMER,Lipst1_1_2890,9778,YPL249C-A,YALI0E30602g,0.373,0.359,0.34
Lst|G1IA6-18803-MONOMER,Lipst1_1_2464,10684,YPL079W,YALI0F05522g,0.826,0.882,0.729
Lst|G1IA6-17875-MONOMER,Lipst1_1_865,,,YALI0F27753g,,,0.844
Lst|G1IA6-20577-MONOMER,Lipst1_1_309041,15273,YKR082W,YALI0A03883g,0.478,0.487,0.668
Lst|G1IA6-17674-MONOMER,Lipst1_1_67968,10773,YLR454W,YALI0E30855g,1.882,1.475,1.588
Lst|G1IA6-21402-MONOMER,Lipst1_1_72901,15310,,YALI0D03399g,1.7,,1.588
Lst|G1IA6-20538-MONOMER,Lipst1_1_301597,9184,,YALI0A09537g,1.803,,1.117
Lst|G1IA6-21774-MONOMER,Lipst1_1_73282,11079,YPL228W,YALI0F07865g,0.457,0.251,0.237
Lst|G1IA6-22955-MONOMER,Lipst1_1_74872,15756,YMR217W,YALI0B16104g,1.944,1.801,1.588
Lst|G1IA6-21036-MONOMER,Lipst1_1_313736,,YDR108W,YALI0E12177g,,0.281,0.932
Lst|G1IA6-24142-MONOMER,Lipst1_1_66613,,,YALI0F11517g,,,0.213
Lst|G1IA6-17737-MONOMER,Lipst1_1_68294,,,YALI0B12144g,,,0.264
Lst|G1IA6-18502-MONOMER,Lipst1_1_69265,14062,,YALI0E05709g,0.203,,0.349
Lst|G1IA6-16651-MONOMER,Lipst1_1_206,11534,YNR013C,YALI0E31064g,1.944,1.801,1.588
Lst|G1IA6-24115-MONOMER,Lipst1_1_202256,,,YALI0E34045g,,,0.135
Lst|G1IA6-19326-MONOMER,Lipst1_1_263421,,YHR146W,,,0.164,
Lst|G1IA6-24335-MONOMER,Lipst1_1_7313,,,YALI0C06424g,,,1.588
Lst|G1IA6-21949-MONOMER,Lipst1_1_150684,12591,,YALI0F28589g,0.319,,0.178
Lst|G1IA6-19476-MONOMER,Lipst1_1_2846,12051,YNL274C,YALI0D25256g,1.142,1.004,1.047
Lst|G1IA6-16847-MONOMER,Lipst1_1_581,14941,YPL010W,YALI0F13255g,0.621,0.544,0.483
Lst|G1IA6-21810-MONOMER,Lipst1_1_73410,16765,YDR041W,YALI0F22935g,0.302,0.403,0.291
Lst|G1IA6-22292-MONOMER,Lipst1_1_113106,15028,YPR068C,YALI0E31262g,0.755,0.648,0.775
Lst|G1IA6-21813-MONOMER,Lipst1_1_73417,,YBR146W,YALI0B06116g,,0.405,0.265
Lst|G1IA6-22795-MONOMER,Lipst1_1_5871,,YJR002W,YALI0B10065g,,0.71,0.833
Lst|G1IA6-23165-MONOMER,Lipst1_1_6247,12654,YGL203C,YALI0B05170g,1.357,1.068,1.198
Lst|G1IA6-17561-MONOMER,Lipst1_1_35479,9872,YOL012C,YALI0F02827g,0.595,0.581,0.545
Lst|G1IA6-19158-MONOMER,Lipst1_1_70014,,YKR028W,YALI0F11869g,,1.376,1.588
Lst|G1IA6-16724-MONOMER,Lipst1_1_380,12113,,,0.112,,
Lst|G1IA6-20824-MONOMER,Lipst1_1_72041,16643,YEL071W,YALI0C06446g,1.938,1.801,1.588
Lst|G1IA6-19336-MONOMER,Lipst1_1_265061,,YPR091C,,,0.993,
Lst|G1IA6-16792-MONOMER,Lipst1_1_47196,9485,YOR077W,YALI0F07238g,0.798,0.357,0.693
Lst|G1IA6-20931-MONOMER,Lipst1_1_72456,14759,,YALI0A15884g,0.174,,0.266
Lst|G1IA6-18077-MONOMER,Lipst1_1_1741,16552,YDR530C,YALI0F30349g,0.357,0.395,0.658
Lst|G1IA6-24295-MONOMER,Lipst1_1_101183,,YPR194C,YALI0A03949g,,1.801,1.588
Lst|G1IA6-23459-MONOMER,Lipst1_1_6544,8538,,YALI0D26884g,0.238,,0.331
Lst|G1IA6-19345-MONOMER,Lipst1_1_265581,9855,YNL247W,YALI0D15268g,1.944,1.801,1.588
Lst|G1IA6-18905-MONOMER,Lipst1_1_2594,13409,YDR481C,YALI0F16709g,1.12,1.05,0.898
Lst|G1IA6-19637-MONOMER,Lipst1_1_52332,9023,YER118C,YALI0D04048g,0.349,0.526,0.771
Lst|G1IA6-23492-MONOMER,Lipst1_1_66171,,YGL029W,,,0.098,
Lst|G1IA6-18056-MONOMER,Lipst1_1_1653,14009,YJL063C,YALI0B17732g,0.252,0.201,0.153
Lst|G1IA6-23532-MONOMER,Lipst1_1_75471,12964,,YALI0A17946g,0.109,,0.266
Lst|G1IA6-20558-MONOMER,Lipst1_1_304056,,YHL030W,YALI0C03828g,,1.801,1.588
Lst|G1IA6-18832-MONOMER,Lipst1_1_2515,13688,YOR261C,YALI0D19910g,1.203,1.261,1.245
Lst|G1IA6-21371-MONOMER,Lipst1_1_72760,8894,YIL052C,YALI0C05082g,0.443,0.479,0.43
Lst|G1IA6-22978-MONOMER,Lipst1_1_86789,,YGR093W,YALI0B22330g,,0.113,0.174
Lst|G1IA6-17001-MONOMER,Lipst1_1_67262,11716,YMR015C,YALI0A18062g,1.829,1.801,1.588
Lst|G1IA6-17414-MONOMER,Lipst1_1_206087,16185,,YALI0D00132g,1.944,,1.588
Lst|G1IA6-19342-MONOMER,Lipst1_1_265510,15168,,YALI0D04026g,0.85,,0.93
Lst|G1IA6-23450-MONOMER,Lipst1_1_6491,14236,,YALI0C17369g,0.436,,1.137
Lst|G1IA6-17638-MONOMER,Lipst1_1_61259,10576,,YALI0E10197g,1.944,,1.588
Lst|G1IA6-20202-MONOMER,Lipst1_1_44881,15799,YPL195W,YALI0F00198g,1.66,1.642,1.588
Lst|G1IA6-22446-MONOMER,Lipst1_1_5560,13673,YHR066W,YALI0A12155g,0.636,0.737,0.708
Lst|G1IA6-20603-MONOMER,Lipst1_1_3787,15200,,YALI0C12012g,0.287,,0.778
Lst|G1IA6-20625-MONOMER,Lipst1_1_3844,15683,YAL044W-A,YALI0E00572g,0.227,0.238,0.287
Lst|G1IA6-18346-MONOMER,Lipst1_1_49987,,YNL257C,YALI0A09020g,,0.816,1.569
Lst|G1IA6-24436-MONOMER,Lipst1_1_7391,12475,YFL017C,YALI0D20152g,0.337,0.308,0.485
Lst|G1IA6-17899-MONOMER,Lipst1_1_90998,16030,YOR175C,YALI0F19514g,0.98,1.474,1.482
Lst|G1IA6-23518-MONOMER,Lipst1_1_75427,13779,,YALI0F14839g,1.927,,1.443
Lst|G1IA6-18806-MONOMER,Lipst1_1_247165,,,YALI0B19470g,,,1.588
Lst|G1IA6-19797-MONOMER,Lipst1_1_70859,,YJL174W,YALI0F17490g,,0.3,0.304
Lst|G1IA6-19293-MONOMER,Lipst1_1_110915,14079,,YALI0D02123g,0.568,,0.539
Lst|G1IA6-23855-MONOMER,Lipst1_1_108030,,,YALI0D23045g,,,0.114
Lst|G1IA6-17087-MONOMER,Lipst1_1_67618,13412,YKR053C,YALI0E21197g,0.807,0.686,1.584
Lst|G1IA6-17701-MONOMER,Lipst1_1_68113,,YLR210W,YALI0B19206g,,0.927,1.121
Lst|G1IA6-22127-MONOMER,Lipst1_1_64848,10516,YER140W,YALI0B00286g,1.062,0.744,1.145
Lst|G1IA6-21119-MONOMER,Lipst1_1_39025,,,YALI0C20207g,,,0.794
Lst|G1IA6-22580-MONOMER,Lipst1_1_74299,14907,YHR205W,YALI0D14542g,1.944,1.801,1.588
Lst|G1IA6-22653-MONOMER,Lipst1_1_113367,13312,YFL037W,YALI0E26961g,1.944,1.801,1.588
Lst|G1IA6-21307-MONOMER,Lipst1_1_64354,9655,YHR108W,YALI0D27192g,1.168,1.094,1.182
Lst|G1IA6-20207-MONOMER,Lipst1_1_52812,15556,YPL040C,YALI0C10780g,1.944,1.801,1.588
Lst|G1IA6-21556-MONOMER,Lipst1_1_338719,15327,YBR142W,YALI0A04939g,1.177,1.388,1.375
Lst|G1IA6-17772-MONOMER,Lipst1_1_68444,,,YALI0F28545g,,,0.51
Lst|G1IA6-17240-MONOMER,Lipst1_1_102261,,YKL011C,YALI0E08910g,,0.117,0.089
Lst|G1IA6-18583-MONOMER,Lipst1_1_80078,13087,,YALI0C11297g,0.629,,0.294
Lst|G1IA6-16964-MONOMER,Lipst1_1_67132,9514,YML064C,YALI0D03157g,1.297,0.849,1.06
Lst|G1IA6-18999-MONOMER,Lipst1_1_51213,,YKL221W,YALI0E34903g,,0.791,0.89
Lst|G1IA6-23378-MONOMER,Lipst1_1_32541,,,YALI0E34771g,,,1.016
Lst|G1IA6-24350-MONOMER,Lipst1_1_76557,16029,YLR193C,YALI0C20141g,0.174,0.405,0.419
Lst|G1IA6-21206-MONOMER,Lipst1_1_4485,8730,,,0.087,,
Lst|G1IA6-18309-MONOMER,Lipst1_1_35002,14286,YPL155C,YALI0F27027g,0.675,0.693,0.795
Lst|G1IA6-16641-MONOMER,Lipst1_1_165,15004,YLR277C,YALI0F03817g,1.944,1.801,1.588
Lst|G1IA6-19567-MONOMER,Lipst1_1_31610,9381,YMR091C,YALI0C12342g,0.335,0.586,0.772
Lst|G1IA6-20320-MONOMER,Lipst1_1_71430,10694,YDL201W,YALI0B19558g,0.936,1.304,1.143
Lst|G1IA6-19360-MONOMER,Lipst1_1_266523,,YGL110C,,,0.133,
Lst|G1IA6-20270-MONOMER,Lipst1_1_71194,,YDR171W,YALI0C03465g,,0.164,0.165
Lst|G1IA6-20405-MONOMER,Lipst1_1_71775,10261,,,0.274,,
Lst|G1IA6-19667-MONOMER,Lipst1_1_63052,9681,YDR204W,YALI0F27247g,0.683,0.932,0.952
Lst|G1IA6-19819-MONOMER,Lipst1_1_70961,10325,YLR441C,YALI0F05676g,1.45,1.357,1.308
Lst|G1IA6-22990-MONOMER,Lipst1_1_99148,,,YALI0F07062g,,,1.588
Lst|G1IA6-23967-MONOMER,Lipst1_1_6948,14275,YML092C,YALI0F06314g,1.101,1.369,1.322
Lst|G1IA6-19547-MONOMER,Lipst1_1_3118,,YDR233C,YALI0B01738g,,0.164,0.186
Lst|G1IA6-17458-MONOMER,Lipst1_1_212544,,,YALI0F24167g,,,0.346
Lst|G1IA6-21809-MONOMER,Lipst1_1_73409,15533,YDR268W,YALI0C18425g,1.009,1.124,0.969
Lst|G1IA6-23356-MONOMER,Lipst1_1_184749,,YDR032C,YALI0B07007g,,0.962,0.891
Lst|G1IA6-17213-MONOMER,Lipst1_1_89851,9894,YJL177W,YALI0C15895g,0.636,0.874,0.728
Lst|G1IA6-17288-MONOMER,Lipst1_1_109159,12927,YKL004W,YALI0E16434g,1.1,1.133,1.082
Lst|G1IA6-22768-MONOMER,Lipst1_1_57712,12703,YJL124C,YALI0A16775g,0.269,0.266,0.244
Lst|G1IA6-18730-MONOMER,Lipst1_1_2296,10120,,,1.185,,
Lst|G1IA6-21023-MONOMER,Lipst1_1_311133,9189,YDL116W,YALI0D08998g,0.341,0.706,0.674
Lst|G1IA6-17563-MONOMER,Lipst1_1_36991,10357,YBR155W,YALI0F10153g,0.176,0.43,0.329
Lst|G1IA6-16408-MONOMER,Lipst1_1_101789,16279,YDR404C,YALI0D11627g,0.671,0.664,0.773
Lst|G1IA6-17307-MONOMER,Lipst1_1_1141,14641,YHR142W,YALI0D17006g,1.065,0.957,1.011
Lst|G1IA6-17238-MONOMER,Lipst1_1_102210,9567,YPR175W,YALI0F28215g,0.705,1.22,0.82
Lst|G1IA6-21339-MONOMER,Lipst1_1_72599,11117,YLR447C,YALI0F16181g,1.784,1.603,1.588
Lst|G1IA6-18495-MONOMER,Lipst1_1_69240,11750,YPL162C,YALI0D06347g,0.47,0.525,0.624
Lst|G1IA6-19794-MONOMER,Lipst1_1_70846,,YLR312W-A,YALI0F06732g,,0.125,0.066
Lst|G1IA6-16611-MONOMER,Lipst1_1_143870,,,YALI0B15202g,,,0.228
Lst|G1IA6-18048-MONOMER,Lipst1_1_1611,9510,YGR005C,YALI0F15785g,0.316,0.764,0.627
Lst|G1IA6-22995-MONOMER,Lipst1_1_107251,,,YALI0F20834g,,,0.234
Lst|G1IA6-17023-MONOMER,Lipst1_1_67365,16410,YGL129C,,0.197,0.26,
Lst|G1IA6-20521-MONOMER,Lipst1_1_297200,12933,YNL024C,YALI0D10234g,0.061,0.42,0.526
Lst|G1IA6-21900-MONOMER,Lipst1_1_119165,15807,YHL016C,YALI0B04202g,1.688,1.801,1.588
Lst|G1IA6-22828-MONOMER,Lipst1_1_6003,8475,,,0.386,,
Lst|G1IA6-20685-MONOMER,Lipst1_1_40455,9003,YNL231C,YALI0A08448g,0.722,1.135,1.036
Lst|G1IA6-21143-MONOMER,Lipst1_1_4257,15879,YBR011C,YALI0F13541g,1.621,1.563,1.404
Lst|G1IA6-22305-MONOMER,Lipst1_1_155238,,YNL331C,,,1.801,
Lst|G1IA6-23491-MONOMER,Lipst1_1_66162,,,YALI0E06809g,,,0.115
Lst|G1IA6-17995-MONOMER,Lipst1_1_103286,11052,YPR036W,YALI0E08617g,0.663,0.468,0.742
Lst|G1IA6-18428-MONOMER,Lipst1_1_68942,14716,YLR384C,YALI0F20658g,1.917,1.801,1.588
Lst|G1IA6-22741-MONOMER,Lipst1_1_42039,,,YALI0B21208g,,,0.301
Lst|G1IA6-18612-MONOMER,Lipst1_1_103581,16805,YHR107C,YALI0D27148g,1.751,1.336,1.588
Lst|G1IA6-20835-MONOMER,Lipst1_1_72094,13543,YBL078C,YALI0E02662g,0.804,0.649,0.649
Lst|G1IA6-16759-MONOMER,Lipst1_1_45653,14004,YDL133W,YALI0D12496g,0.126,0.516,0.602
Lst|G1IA6-24137-MONOMER,Lipst1_1_59701,,YPR194C,YALI0A00110g,,1.801,1.588
Lst|G1IA6-21793-MONOMER,Lipst1_1_73349,,YMR225C,YALI0F29678g,,0.216,0.099
Lst|G1IA6-20639-MONOMER,Lipst1_1_3884,8900,YBR003W,YALI0C18755g,1.279,1.225,1.357
Lst|G1IA6-17864-MONOMER,Lipst1_1_817,11777,,YALI0A11473g,1.944,,1.588
Lst|G1IA6-21599-MONOMER,Lipst1_1_4746,,YIL153W,YALI0B02772g,,0.72,0.821
Lst|G1IA6-21938-MONOMER,Lipst1_1_149291,14971,YEL051W,YALI0D00583g,1.166,1.295,1.265
Lst|G1IA6-17372-MONOMER,Lipst1_1_1352,10153,YLR259C,YALI0F02805g,1.944,1.801,1.588
Lst|G1IA6-17795-MONOMER,Lipst1_1_68588,13030,YML012W,YALI0E22220g,0.534,0.679,0.591
Lst|G1IA6-18812-MONOMER,Lipst1_1_248840,,YJL090C,YALI0E21978g,,0.153,0.374
Lst|G1IA6-23342-MONOMER,Lipst1_1_182574,11797,,,0.445,,
Lst|G1IA6-21636-MONOMER,Lipst1_1_4881,,,YALI0F27797g,,,0.104
Lst|G1IA6-17761-MONOMER,Lipst1_1_68392,14846,YLR316C,YALI0E26543g,0.25,0.407,0.643
Lst|G1IA6-18314-MONOMER,Lipst1_1_38248,12460,YAL020C,YALI0E32615g,0.082,0.238,0.335
Lst|G1IA6-18255-MONOMER,Lipst1_1_240758,9659,YGR001C,YALI0C22319g,0.214,0.422,0.427
Lst|G1IA6-17904-MONOMER,Lipst1_1_91393,9069,YKL157W,YALI0B14641g,1.944,1.801,1.588
Lst|G1IA6-23986-MONOMER,Lipst1_1_7017,12269,YFL053W,YALI0F09273g,1.544,1.801,1.431
Lst|G1IA6-17962-MONOMER,Lipst1_1_102877,11525,YDR454C,YALI0C16434g,0.819,0.898,0.711
Lst|G1IA6-22232-MONOMER,Lipst1_1_73955,11425,YBR274W,,0.639,0.93,
Lst|G1IA6-16852-MONOMER,Lipst1_1_592,9963,YDR244W,YALI0F28457g,1.122,1.046,1.588
Lst|G1IA6-19015-MONOMER,Lipst1_1_62161,,,YALI0C06864g,,,0.067
Lst|G1IA6-19717-MONOMER,Lipst1_1_70520,,YGL139W,YALI0C02409g,,1.713,1.588
Lst|G1IA6-23874-MONOMER,Lipst1_1_194216,8385,YJR105W,YALI0F23463g,1.381,1.052,1.152
Lst|G1IA6-18177-MONOMER,Lipst1_1_228714,10554,YBL020W,YALI0E06721g,0.493,0.969,1.093
Lst|G1IA6-17186-MONOMER,Lipst1_1_77238,16764,YMR158W,YALI0E31317g,0.219,0.43,0.246
Lst|G1IA6-20144-MONOMER,Lipst1_1_3532,16799,,YALI0D26147g,1.944,,1.588
Lst|G1IA6-16806-MONOMER,Lipst1_1_47595,11670,YER163C,YALI0F26103g,0.351,0.381,0.609
Lst|G1IA6-19222-MONOMER,Lipst1_1_70311,16789,YKL165C,YALI0F20570g,1.944,1.801,1.588
Lst|G1IA6-22783-MONOMER,Lipst1_1_5836,15484,YLR229C,YALI0B15752g,1.354,1.229,1.068
Lst|G1IA6-21276-MONOMER,Lipst1_1_54959,16097,YNL111C,YALI0D12122g,0.226,0.22,0.22
Lst|G1IA6-17359-MONOMER,Lipst1_1_1298,16164,YFL024C,YALI0B12584g,0.475,0.679,0.967
Lst|G1IA6-21853-MONOMER,Lipst1_1_84941,8787,,YALI0C20361g,0.797,,0.99
Lst|G1IA6-17821-MONOMER,Lipst1_1_68709,12433,,,0.733,,
Lst|G1IA6-24033-MONOMER,Lipst1_1_76096,11449,YOR211C,YALI0F10659g,1.944,1.801,1.588
Lst|G1IA6-17567-MONOMER,Lipst1_1_38451,,,YALI0C23771g,,,0.249
Lst|G1IA6-21394-MONOMER,Lipst1_1_72875,9255,YHL007C,YALI0F00572g,1.758,1.635,1.588
Lst|G1IA6-21605-MONOMER,Lipst1_1_4763,12836,,YALI0C00165g,0.75,,0.957
Lst|G1IA6-19314-MONOMER,Lipst1_1_261515,11102,YGL171W,YALI0B21538g,1.115,1.398,1.242
Lst|G1IA6-23501-MONOMER,Lipst1_1_75322,15721,YCR012W,YALI0D12400g,1.944,1.801,1.588
Lst|G1IA6-22701-MONOMER,Lipst1_1_169790,,,YALI0C24123g,,,0.173
Lst|G1IA6-18698-MONOMER,Lipst1_1_2171,11270,YAL042W,YALI0C13112g,1.153,1.128,1.14
Lst|G1IA6-20718-MONOMER,Lipst1_1_4166,8633,YNR012W,YALI0E31009g,1.276,1.386,1.478
Lst|G1IA6-19714-MONOMER,Lipst1_1_70513,9790,YNL023C,YALI0D10285g,1.922,1.394,1.463
Lst|G1IA6-23144-MONOMER,Lipst1_1_6179,11947,YNL126W,YALI0C09757g,1.235,0.541,1.176
Lst|G1IA6-21113-MONOMER,Lipst1_1_338327,8893,YBL091C,YALI0D05159g,1.781,1.686,1.588
Lst|G1IA6-16489-MONOMER,Lipst1_1_123999,11879,YGL163C,YALI0B07513g,1.944,1.801,1.588
Lst|G1IA6-19127-MONOMER,Lipst1_1_69876,13052,YAL021C,YALI0B15147g,1.917,1.244,1.57
Lst|G1IA6-21873-MONOMER,Lipst1_1_106351,,,YALI0D11484g,,,0.158
Lst|G1IA6-21690-MONOMER,Lipst1_1_55523,11185,YGL198W,YALI0F15279g,0.607,0.138,0.564
Lst|G1IA6-22790-MONOMER,Lipst1_1_5856,10006,,,0.45,,
Lst|G1IA6-23932-MONOMER,Lipst1_1_59335,15156,,,1.944,,
Lst|G1IA6-21212-MONOMER,Lipst1_1_4515,10298,YKL005C,YALI0F23815g,0.292,0.195,0.61
Lst|G1IA6-22805-MONOMER,Lipst1_1_5904,,,YALI0D13156g,,,0.687
Lst|G1IA6-22499-MONOMER,Lipst1_1_57094,15121,YPR113W,YALI0F20328g,0.861,0.661,0.829
Lst|G1IA6-17846-MONOMER,Lipst1_1_78655,14027,YDR333C,YALI0C04543g,0.427,0.2,0.292
Lst|G1IA6-22433-MONOMER,Lipst1_1_5508,14299,YDL237W,YALI0D05863g,0.632,0.416,0.499
Lst|G1IA6-19952-MONOMER,Lipst1_1_280226,,,YALI0F12375g,,,0.593
Lst|G1IA6-23298-MONOMER,Lipst1_1_107469,10170,YBR229C,YALI0B06600g,1.944,1.801,1.588
Lst|G1IA6-17645-MONOMER,Lipst1_1_61419,13119,,,0.26,,
Lst|G1IA6-17436-MONOMER,Lipst1_1_210184,13463,YPR088C,YALI0F03839g,1.944,1.801,1.588
Lst|G1IA6-21443-MONOMER,Lipst1_1_105981,,,YALI0A17666g,,,1.143
Lst|G1IA6-22765-MONOMER,Lipst1_1_57642,9621,YER100W,YALI0E30173g,0.677,0.76,0.657
Lst|G1IA6-20081-MONOMER,Lipst1_1_3321,10045,YDR372C,YALI0D03575g,1.495,1.195,1.382
Lst|G1IA6-20091-MONOMER,Lipst1_1_3349,,,YALI0F01837g,,,1.588
Lst|G1IA6-18861-MONOMER,Lipst1_1_2543,14635,,,0.257,,
Lst|G1IA6-23354-MONOMER,Lipst1_1_184665,14898,,,0.511,,
Lst|G1IA6-20367-MONOMER,Lipst1_1_71629,15363,YAR008W,YALI0E28600g,0.24,0.253,0.452
Lst|G1IA6-18735-MONOMER,Lipst1_1_2320,12010,,,1.71,,
Lst|G1IA6-22211-MONOMER,Lipst1_1_73882,15066,YLR438W,YALI0C04433g,1.944,1.801,1.588
Lst|G1IA6-17252-MONOMER,Lipst1_1_102518,16693,YCL001W,YALI0B07425g,0.521,0.694,0.669
Lst|G1IA6-16999-MONOMER,Lipst1_1_67255,8515,YCR009C,YALI0C08118g,0.804,1.085,1.324
Lst|G1IA6-20273-MONOMER,Lipst1_1_71208,14309,YML059C,YALI0B11044g,1.944,1.801,1.588
Lst|G1IA6-23457-MONOMER,Lipst1_1_6528,8975,,YALI0C01859g,1.944,,1.588
Lst|G1IA6-20283-MONOMER,Lipst1_1_71265,11482,,YALI0E20911g,0.544,,0.32
Lst|G1IA6-17909-MONOMER,Lipst1_1_91491,,YPR194C,YALI0A00110g,,1.801,1.588
Lst|G1IA6-20564-MONOMER,Lipst1_1_306807,16519,,YALI0F16665g,0.203,,0.216
Lst|G1IA6-17150-MONOMER,Lipst1_1_67827,12976,,,1.944,,
Lst|G1IA6-18949-MONOMER,Lipst1_1_33739,,YOL132W,YALI0C06644g,,1.459,1.08
Lst|G1IA6-20221-MONOMER,Lipst1_1_53348,12688,YMR012W,YALI0B18810g,1.586,1.235,1.588
Lst|G1IA6-17839-MONOMER,Lipst1_1_782,,,YALI0A19250g,,,0.076
Lst|G1IA6-19313-MONOMER,Lipst1_1_261247,13328,YDL174C,YALI0E03212g,1.294,1.502,1.205
Lst|G1IA6-17550-MONOMER,Lipst1_1_32963,9422,YGL073W,YALI0E13948g,0.223,0.301,0.363
Lst|G1IA6-22844-MONOMER,Lipst1_1_6058,16652,YGL101W,YALI0B16566g,0.437,0.552,0.341
Lst|G1IA6-17239-MONOMER,Lipst1_1_102247,10883,,YALI0F07601g,1.787,,1.588
Lst|G1IA6-19850-MONOMER,Lipst1_1_82015,11611,YEL056W,YALI0D26279g,1.886,0.986,0.938
Lst|G1IA6-17418-MONOMER,Lipst1_1_207159,,YHR179W,YALI0A01485g,,0.833,0.873
Lst|G1IA6-23964-MONOMER,Lipst1_1_6937,,,YALI0F14509g,,,0.144
Lst|G1IA6-17775-MONOMER,Lipst1_1_68472,10613,YGR192C,YALI0C06369g,1.944,1.705,1.588
Lst|G1IA6-17168-MONOMER,Lipst1_1_715,8693,YLL048C,YALI0C18051g,1.944,1.801,1.588
Lst|G1IA6-20619-MONOMER,Lipst1_1_3820,,,YALI0D24101g,,,0.492
Lst|G1IA6-20297-MONOMER,Lipst1_1_71332,9155,YIL022W,YALI0D21142g,0.824,1.329,1.293
Lst|G1IA6-19665-MONOMER,Lipst1_1_63043,12929,YJR008W,YALI0C21450g,1.025,0.706,0.773
Lst|G1IA6-19226-MONOMER,Lipst1_1_70325,15500,YCR002C,YALI0C21087g,1.777,1.343,1.424
Lst|G1IA6-16549-MONOMER,Lipst1_1_133795,16762,YNL127W,YALI0C09779g,0.797,0.559,0.85
Lst|G1IA6-23361-MONOMER,Lipst1_1_185901,11375,YGR257C,YALI0E06897g,0.514,0.719,0.935
Lst|G1IA6-18919-MONOMER,Lipst1_1_2633,,YER183C,,,0.217,
Lst|G1IA6-17862-MONOMER,Lipst1_1_809,15434,,,0.531,,
Lst|G1IA6-21355-MONOMER,Lipst1_1_72689,,,YALI0F06622g,,,0.36
Lst|G1IA6-20327-MONOMER,Lipst1_1_71460,12350,YLL040C,YALI0F06791g,1.944,1.801,1.588
Lst|G1IA6-19399-MONOMER,Lipst1_1_2714,12341,,YALI0E18502g,0.598,,0.638
Lst|G1IA6-17923-MONOMER,Lipst1_1_950,13475,YBR198C,YALI0B14245g,1.239,1.801,1.588
Lst|G1IA6-17734-MONOMER,Lipst1_1_68284,11752,YKL035W,YALI0A02310g,1.944,1.801,1.588
Lst|G1IA6-18444-MONOMER,Lipst1_1_69030,15641,YHR206W,YALI0D14520g,1.221,0.826,0.476
Lst|G1IA6-17437-MONOMER,Lipst1_1_210231,13388,YAL002W,YALI0C22946g,1.792,0.637,1.483
Lst|G1IA6-18036-MONOMER,Lipst1_1_1575,12094,YGL018C,YALI0D00220g,0.138,0.276,0.35
Lst|G1IA6-19804-MONOMER,Lipst1_1_70900,,YHR063C,YALI0F20900g,,0.181,0.293
Lst|G1IA6-24319-MONOMER,Lipst1_1_59861,8867,YMR205C,YALI0D16357g,1.944,1.801,1.588
Lst|G1IA6-19597-MONOMER,Lipst1_1_36574,11313,YLR418C,YALI0A04345g,0.287,0.674,0.719
Lst|G1IA6-19171-MONOMER,Lipst1_1_70070,15002,YER012W,YALI0B11374g,0.728,0.862,0.721
Lst|G1IA6-16811-MONOMER,Lipst1_1_47735,15758,,,0.128,,
Lst|G1IA6-20160-MONOMER,Lipst1_1_3572,10953,YDR379C-A,YALI0C02871g,0.168,0.152,0.139
Lst|G1IA6-21865-MONOMER,Lipst1_1_97474,16630,YGL062W,YALI0C24101g,1.944,1.801,1.588
Lst|G1IA6-17612-MONOMER,Lipst1_1_49030,15976,YMR201C,YALI0B01474g,0.704,0.551,0.711
Lst|G1IA6-19671-MONOMER,Lipst1_1_63111,14646,YGR132C,YALI0E04719g,1.451,1.421,1.379
